ProductKey,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,Status
578,Contoso Projector 720p M621 Black,"Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305040,2,Black,9.6,pounds,1,inches,2,Mid,459.4,999.0,2007-02-08,On
579,Contoso Projector 480p M480 Black,"High brightness, 1300 ANSI lumen light output, remote control",19,"Contoso, Ltd",Contoso,2,Regular,1,Product0305041,2,Black,11.9,pounds,1,inches,2,Mid,116.75,229.0,2005-02-09,On
580,Contoso Projector 480p M481 Black,"850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305042,2,Black,4.8,pounds,1,inches,2,Mid,254.4,499.0,2005-12-09,On
581,Contoso Screen 125in M250 Black,"16:9 aspect ratios - 125in, 160 degree wide viewing angle",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305043,2,Black,12.3,pounds,1,inches,2,Mid,152.08,459.0,2008-05-31,On
582,Contoso Screen 113in M251 Black,"16:9 aspect ratios-113in, dual wall and ceiling-perfect for home / business",19,"Contoso, Ltd",Contoso,2,Regular,2,Product0305044,2,Black,6.0,pounds,1,inches,2,Mid,137.5,299.0,2008-02-08,On
583,Contoso Screen 106in M060 Black,"16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations",19,"Contoso, Ltd",Contoso,2,Regular,1,Product0305045,2,Black,5.1,pounds,1,inches,2,Mid,83.16,251.0,2008-01-02,On
584,Contoso Screen 100in E010 Black,"16:9 aspect ratios - 100in, designed for wall or ceiling installation",19,"Contoso, Ltd",Contoso,1,Economy,3,Product0305046,2,Black,4.3,pounds,1,inches,2,Mid,62.95,190.0,2007-01-04,On
585,Contoso Screen 85in E085 Black,"1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",19,"Contoso, Ltd",Contoso,1,Economy,1,Product0305047,2,Black,16.5,pounds,1,inches,2,Mid,70.87,139.0,2006-01-05,On
586,Contoso Screen 80in E080 Black,"Standard 4:3 aspect ratio-85in, use with any home theater or business projector",19,"Contoso, Ltd",Contoso,1,Economy,3,Product0305048,2,Black,5.1,pounds,1,inches,2,Mid,55.57,109.0,2005-03-08,On
587,Contoso Projector 1080p X980 White,"1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs",19,"Contoso, Ltd",Contoso,3,Deluxe,4,Product0305049,8,White,3.7,pounds,1,inches,2,Mid,760.38,2295.0,2006-03-16,On
588,Contoso Projector 1080p X981 White,"1920 x 1080p pixel resolution, HDTV 1080p native resolution,8000:1 contrast ratio",19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305050,8,White,16.1,pounds,1,inches,2,Mid,827.97,2499.0,2009-03-08,On
589,Contoso Projector 720p M620 White,"720p high definition performance with 10,000:1 contrast ratio",19,"Contoso, Ltd",Contoso,2,Regular,5,Product0305051,8,White,6.3,pounds,1,inches,2,Mid,321.44,699.0,2007-02-09,On
590,Contoso Projector 720p M621 White,"Native 720p resolution, 1700 ANSI lumens,2500:1 contrast ratio, up to 3000 hours lamp life",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305052,8,White,9.1,pounds,1,inches,2,Mid,459.4,999.0,2007-02-08,On
591,Contoso Projector 480p M480 White,"High brightness, 1300 ANSI lumen light output, remote control",19,"Contoso, Ltd",Contoso,2,Regular,2,Product0305053,8,White,6.0,pounds,1,inches,2,Mid,116.75,229.0,2005-02-09,On
592,Contoso Projector 480p M481 White,"850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",19,"Contoso, Ltd",Contoso,2,Regular,4,Product0305054,8,White,1.5,pounds,1,inches,2,Mid,254.4,499.0,2005-12-09,On
593,Contoso Screen 125in M250 White,"16:9 aspect ratios-125in, 160 degree wide viewing angle",19,"Contoso, Ltd",Contoso,2,Regular,1,Product0305055,8,White,4.0,pounds,1,inches,2,Mid,152.08,459.0,2008-05-31,On
594,Contoso Screen 113in M251 White,"16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305056,8,White,4.7,pounds,1,inches,2,Mid,137.5,299.0,2008-02-08,On
595,Contoso Screen 106in M060 White,"16:9 aspect Ratios - 106in, electric/motorized screen for home theater and commercial presentations",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305057,8,White,6.9,pounds,1,inches,2,Mid,83.16,251.0,2008-01-02,On
596,Contoso Screen 100in E010 White,"16:9 aspect Ratio-100in, designed for wall or ceiling installation",19,"Contoso, Ltd",Contoso,1,Economy,1,Product0305058,8,White,10.6,pounds,1,inches,2,Mid,62.95,190.0,2007-01-04,On
597,Contoso Screen 85in E085 White,"1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",19,"Contoso, Ltd",Contoso,1,Economy,3,Product0305059,8,White,6.5,pounds,1,inches,2,Mid,70.87,139.0,2006-01-05,On
598,Contoso Screen 80in E080 White,"Standard 4:3 aspect ratio-85in, use with any home theater or business projector",19,"Contoso, Ltd",Contoso,1,Economy,1,Product0305060,8,White,2.2,pounds,1,inches,2,Mid,55.57,109.0,2005-03-08,On
599,Contoso Projector 1080p X980 Silver,"1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs",19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305061,7,Silver,4.1,pounds,1,inches,2,Mid,760.38,2295.0,2006-03-16,On
600,Contoso Projector 1080p X981 Silver,"1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio",19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305062,7,Silver,4.0,pounds,1,inches,2,Mid,827.97,2499.0,2009-03-08,On
601,Contoso Projector 720p M620 Silver,"720p high definition performance with 10,000:1 contrast ratio",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305063,7,Silver,1.9,pounds,1,inches,2,Mid,321.44,699.0,2007-02-09,On
602,Contoso Projector 720p M621 Silver,"Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305064,7,Silver,6.0,pounds,1,inches,2,Mid,459.4,999.0,2007-02-08,On
603,Contoso Projector 480p M480 Silver,"High brightness, 1300 ANSI lumen light output, remote control",19,"Contoso, Ltd",Contoso,2,Regular,2,Product0305065,7,Silver,5.6,pounds,1,inches,2,Mid,116.75,229.0,2005-02-09,On
604,Contoso Projector 480p M481 Silver,"850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",19,"Contoso, Ltd",Contoso,2,Regular,4,Product0305066,7,Silver,4.1,pounds,1,inches,2,Mid,254.4,499.0,2005-12-09,On
605,Contoso Screen 125in M250 Silver,"16:9 aspect ratio-125in, 160 degree wide viewing angle",19,"Contoso, Ltd",Contoso,2,Regular,2,Product0305067,7,Silver,6.8,pounds,1,inches,2,Mid,152.08,459.0,2008-05-31,On
606,Contoso Screen 113in M251 Silver,"16:9 aspect ratio-113in, dual wall and ceiling-perfect for home / business",19,"Contoso, Ltd",Contoso,2,Regular,3,Product0305068,7,Silver,9.6,pounds,1,inches,2,Mid,137.5,299.0,2008-02-08,On
607,Contoso Screen 106in M060 Silver,"16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations",19,"Contoso, Ltd",Contoso,2,Regular,1,Product0305069,7,Silver,11.9,pounds,1,inches,2,Mid,83.16,251.0,2008-01-02,On
608,Contoso Screen 100in E010 Silver,"16:9 aspect ratio-100in, designed for wall or ceiling installation",19,"Contoso, Ltd",Contoso,1,Economy,1,Product0305070,7,Silver,4.8,pounds,1,inches,2,Mid,62.95,190.0,2007-01-04,On
609,Contoso Screen 85in E085 Silver,"1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",19,"Contoso, Ltd",Contoso,1,Economy,1,Product0305071,7,Silver,12.3,pounds,1,inches,2,Mid,70.87,139.0,2006-01-05,On
610,Contoso Screen 80in E080 Silver,"Standard 4:3 aspect ratio-85in, use with any home theater or business projector",19,"Contoso, Ltd",Contoso,1,Economy,2,Product0305072,7,Silver,6.0,pounds,1,inches,2,Mid,55.57,109.0,2005-03-08,On
611,WWI Projector 1080p LCD86 Black,"1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs",19,Wide World Importers,Wide World Importers,3,Deluxe,2,Product0305073,2,Black,5.1,pounds,1,inches,2,Mid,760.38,2295.0,2008-09-09,On
612,WWI Projector 1080p DLP86 Black,"1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio",19,Wide World Importers,Wide World Importers,3,Deluxe,3,Product0305074,2,Black,4.3,pounds,1,inches,2,Mid,827.97,2499.0,2008-09-09,On
613,WWI Projector 720p LCD56 Black,"720p high definition performance with 10,000:1 contrast ratio",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305075,2,Black,16.5,pounds,1,inches,2,Mid,321.44,699.0,2007-02-09,On
614,WWI Projector 720p DLP56 Black,"Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305076,2,Black,5.1,pounds,1,inches,2,Mid,459.4,999.0,2007-02-08,On
615,WWI Projector 480p LCD12 Black,"High brightness, 1300 ANSI lumen light output, remote control",19,Wide World Importers,Wide World Importers,2,Regular,2,Product0305077,2,Black,3.7,pounds,1,inches,2,Mid,116.75,229.0,2005-02-09,On
616,WWI Projector 480p DLP12 Black,"850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",19,Wide World Importers,Wide World Importers,2,Regular,3,Product0305078,2,Black,16.1,pounds,1,inches,2,Mid,254.4,499.0,2005-12-09,On
617,WWI Screen 125in M1611 Black,16:9 Aspect Ratio - 125in. 160 degree wide viewing angle.,19,Wide World Importers,Wide World Importers,2,Regular,3,Product0305079,2,Black,6.3,pounds,1,inches,2,Mid,152.08,459.0,2009-03-09,On
618,WWI Screen 113in M1610 Black,16:9 Aspect Ratio - 113in.Dual wall and ceiling - perfect for home / business.,19,Wide World Importers,Wide World Importers,2,Regular,3,Product0305080,2,Black,9.1,pounds,1,inches,2,Mid,99.06,299.0,2008-02-08,On
619,WWI Screen 106in M1609 Black,"16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations",19,Wide World Importers,Wide World Importers,2,Regular,5,Product0305081,2,Black,6.0,pounds,1,inches,2,Mid,115.43,251.0,2008-01-02,On
620,WWI Screen 100in M1609 Black,"16:9 aspect ratio-100in, designed for wall or ceiling installation",19,Wide World Importers,Wide World Importers,1,Economy,2,Product0305082,2,Black,1.5,pounds,1,inches,2,Mid,87.37,190.0,2007-01-04,On
621,WWI Screen 85in E1010 Black,"1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",19,Wide World Importers,Wide World Importers,1,Economy,2,Product0305083,2,Black,4.0,pounds,1,inches,2,Mid,70.87,139.0,2006-01-05,On
622,WWI Projector 1080p LCD86 White,"1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs",19,Wide World Importers,Wide World Importers,3,Deluxe,3,Product0305084,8,White,4.7,pounds,1,inches,2,Mid,760.38,2295.0,2008-09-09,On
623,WWI Projector 1080p DLP86 White,"1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio",19,Wide World Importers,Wide World Importers,3,Deluxe,1,Product0305085,8,White,6.9,pounds,1,inches,2,Mid,827.97,2499.0,2008-09-09,On
624,WWI Projector 720p LCD56 White,"720p high definition performance with 10,000:1 contrast ratio",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305086,8,White,10.6,pounds,1,inches,2,Mid,321.44,699.0,2007-02-09,On
625,WWI Projector 720p DLP56 White,"Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",19,Wide World Importers,Wide World Importers,2,Regular,4,Product0305087,8,White,6.5,pounds,1,inches,2,Mid,459.4,999.0,2007-02-08,On
626,WWI Projector 480p LCD12 White,"High brightness, 1300 ANSI lumen light output, remote control",19,Wide World Importers,Wide World Importers,2,Regular,4,Product0305088,8,White,2.2,pounds,1,inches,2,Mid,116.75,229.0,2005-02-09,On
627,WWI Projector 480p DLP12 White,"850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305089,8,White,4.1,pounds,1,inches,2,Mid,254.4,499.0,2005-12-09,On
628,WWI Screen 125in M1611 White,"16:9 aspect ratio-125in, 160 degree wide viewing angle",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305090,8,White,4.0,pounds,1,inches,2,Mid,152.08,459.0,2009-03-09,On
629,WWI Screen 113in M1610 White,"16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305091,8,White,1.9,pounds,1,inches,2,Mid,99.06,299.0,2008-02-08,On
630,WWI Screen 106in M1609 White,"16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305092,8,White,6.0,pounds,1,inches,2,Mid,115.43,251.0,2008-01-02,On
631,WWI Screen 100in M1609 White,"16:9 aspect ratios-100in, designed for wall or ceiling installation",19,Wide World Importers,Wide World Importers,1,Economy,1,Product0305093,8,White,5.6,pounds,1,inches,2,Mid,87.37,190.0,2007-01-04,On
632,WWI Screen 85in E1010 White,"1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",19,Wide World Importers,Wide World Importers,1,Economy,1,Product0305094,8,White,4.1,pounds,1,inches,2,Mid,70.87,139.0,2006-01-05,On
633,WWI Projector 1080p LCD86 Silver,"1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs",19,Wide World Importers,Wide World Importers,3,Deluxe,3,Product0305095,7,Silver,6.8,pounds,1,inches,2,Mid,760.38,2295.0,2008-09-09,On
634,WWI Projector 1080p DLP86 Silver,"1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio",19,Wide World Importers,Wide World Importers,3,Deluxe,2,Product0305096,7,Silver,9.6,pounds,1,inches,2,Mid,827.97,2499.0,2008-09-09,On
635,WWI Projector 720p LCD56 Silver,"720p high definition performance with 10,000:1 contrast ratio",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305097,7,Silver,11.9,pounds,1,inches,2,Mid,321.44,699.0,2007-02-09,On
636,WWI Projector 720p DLP56 Silver,"Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",19,Wide World Importers,Wide World Importers,2,Regular,4,Product0305098,7,Silver,4.8,pounds,1,inches,2,Mid,459.4,999.0,2007-02-08,On
637,WWI Projector 480p LCD12 Silver,"High brightness, 1300 ANSI lumen light output, remote control",19,Wide World Importers,Wide World Importers,2,Regular,1,Product0305099,7,Silver,12.3,pounds,1,inches,2,Mid,116.75,229.0,2005-02-09,On
638,WWI Projector 480p DLP12 Silver,"850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",19,Wide World Importers,Wide World Importers,2,Regular,4,Product0305100,7,Silver,6.0,pounds,1,inches,2,Mid,254.4,499.0,2005-12-09,On
639,WWI Screen 125in M1611 Silver,"16:9 aspect ratio-125in, 160 degree wide viewing angle",19,Wide World Importers,Wide World Importers,2,Regular,3,Product0305101,7,Silver,5.1,pounds,1,inches,2,Mid,152.08,459.0,2009-03-09,On
640,WWI Screen 113in M1610 Silver,"16:9 aspect ratio-113in, dual wall and ceiling - perfect for home / business",19,Wide World Importers,Wide World Importers,2,Regular,5,Product0305102,7,Silver,4.3,pounds,1,inches,2,Mid,99.06,299.0,2008-02-08,On
641,WWI Screen 106in M1609 Silver,"16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations",19,Wide World Importers,Wide World Importers,2,Regular,5,Product0305103,7,Silver,16.5,pounds,1,inches,2,Mid,115.43,251.0,2008-01-02,On
642,Proseware Photo Ink Jet Printer M100 Black,"Print speeds up to 26ppm, 6.4 x 11.4 x 17.2 inches, 12.8 pounds",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306001,2,Black,12.8,pounds,1,inches,2,Mid,73.12,159.0,2006-02-09,On
643,Proseware Ink Jet All in one M300 Black,"17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  Large 80-sheet input tray",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306002,2,Black,8.2,pounds,1,inches,2,Mid,77.72,169.0,2006-03-08,On
644,Proseware Laser Jet Printer E100 Black,"19.4 x 17.1 x 8.9 inches, 34 pounds, various security features",20,"Proseware, Inc.",Proseware,1,Economy,5,Product0306003,2,Black,23.5,pounds,1,inches,2,Mid,40.28,79.0,2006-02-20,On
645,Proseware Laser Jet Color Printer X300 Black,"16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306004,2,Black,16.5,pounds,1,inches,2,Mid,69.25,209.0,2008-03-09,On
646,Proseware Laser Jet All in one X300 Black,"17.5 x 13.1 x 6.1 inches, operate your printer within seconds after power-on with quick start",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306005,2,Black,17.3,pounds,1,inches,2,Mid,72.56,219.0,2005-02-08,On
647,Proseware Fax phone E100 Black,"14.2 x 6.7 x 14.5 inches, perfect for home or office use.",20,"Proseware, Inc.",Proseware,1,Economy,3,Product0306006,2,Black,16.0,pounds,1,inches,2,Mid,44.36,87.0,2009-01-02,On
648,Proseware Fax Machine E100 Black,"14.8 x 15.4 x 7.1 inches, 1 Wide 3.3"" color LCD",20,"Proseware, Inc.",Proseware,1,Economy,1,Product0306007,2,Black,17.0,pounds,1,inches,2,Mid,40.28,79.0,2007-01-04,On
649,Proseware Laser Fax Printer E100 Black,"6.4 x 11.4 x 17.1 inches, offering high-quality and fast output",20,"Proseware, Inc.",Proseware,1,Economy,1,Product0306008,2,Black,20.8,pounds,1,inches,2,Mid,46.39,91.0,2005-01-05,On
650,Proseware Ink Jet Fax Machine E100 Black,"17.7 x 14.5 x 6.9 inches, Inkjet Fax Machine",20,"Proseware, Inc.",Proseware,1,Economy,3,Product0306009,2,Black,22.2,pounds,1,inches,2,Mid,39.77,78.0,2006-03-08,On
651,Proseware Mobile Receipt and Document Scanner M200 Black,"13.7 x 8.8 x 7.6 inches,  mobile receipt and document scanner",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306010,2,Black,12.0,pounds,1,inches,2,Mid,53.34,116.0,2005-02-09,On
652,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,"7.2 x 18 x 15.1 inches, Scan Jet Digital Flat Bed Scanner",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306011,2,Black,12.5,pounds,1,inches,2,Mid,55.64,121.0,2006-02-08,On
653,Proseware All-In-One Photo Printer M200 Black,"14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306012,2,Black,29.0,pounds,1,inches,2,Mid,62.54,136.0,2005-01-04,On
654,Proseware Ink Jet Wireless All-In-One Printer M400 Black,"17.4 x 10 x 5.6 inches, Ink jet printer delivers outstanding photo prints and text quality",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306013,2,Black,24.6,pounds,1,inches,2,Mid,59.32,129.0,2005-02-08,On
655,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,"20 x 11.9 x 15.8 inches, robust and affordable scanner",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306014,2,Black,25.0,pounds,1,inches,2,Mid,73.58,160.0,2005-03-08,On
656,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black","8.2 x 17.8 x 16 inches, compact 3-in-1 color inkjet printer that prints, scans, and copies",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306015,2,Black,16.8,pounds,1,inches,2,Mid,72.66,158.0,2009-01-09,On
657,Proseware Duplex Scanner M200 Black,"8.2 x 17.8 x 16 inches, duplex scans  ",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306016,2,Black,15.0,pounds,1,inches,2,Mid,68.52,149.0,2008-03-09,On
658,Proseware High Speed Laser M2000 Black,"22.3 x 13.2 x 21 inches, 30 pounds, high speed Laser Fax",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306017,2,Black,19.0,pounds,1,inches,2,Mid,69.25,209.0,2005-02-08,On
659,Proseware Laser Fax Printer M250 Black,"19.9 x 9.6 x 10.7 inches, 10.8 pounds, Laser fax printer",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306018,2,Black,7.0,pounds,1,inches,2,Mid,54.26,118.0,2009-01-02,On
660,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","17 x 11.7 x 6.1 inches, 18 pounds, color Inkjet Fax, Copier, Phone",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306019,2,Black,23.0,pounds,1,inches,2,Mid,73.12,159.0,2006-02-08,On
661,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,"21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - color Inkjet Fax with 5.8 GHz cordless handset",20,"Proseware, Inc.",Proseware,3,Deluxe,1,Product0306020,2,Black,16.8,pounds,1,inches,2,Mid,75.54,228.0,2005-01-04,On
662,Proseware Slim-Design Fax Machine with Answering System X180 Black,"22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner",20,"Proseware, Inc.",Proseware,3,Deluxe,1,Product0306021,2,Black,8.4,pounds,1,inches,2,Mid,78.19,236.0,2005-01-02,On
663,Proseware High-Performance Business-Class Laser Fax X200 Black,"17.7 x 13.9 x 6.7 inches. 12.8 pounds, high-Performance business-class Laser Fax",20,"Proseware, Inc.",Proseware,3,Deluxe,3,Product0306022,2,Black,12.0,pounds,1,inches,2,Mid,82.17,248.0,2006-02-03,On
664,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,"Print, copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in",20,"Proseware, Inc.",Proseware,3,Deluxe,4,Product0306023,2,Black,24.0,pounds,1,inches,2,Mid,75.87,229.0,2007-02-05,On
665,Proseware Photo Inkjet Printer E290 Black,"6.7 x 8.2 x 17.5 inches, robust and versatile inkjet printer ideal for home office use",20,"Proseware, Inc.",Proseware,1,Economy,3,Product0306024,2,Black,12.6,pounds,1,inches,2,Mid,52.0,102.0,2007-05-09,On
666,Proseware Office Jet All-in-One Printer M500 Black,"13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306025,2,Black,13.03,pounds,1,inches,2,Mid,74.96,163.0,2005-06-09,On
667,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,"17.2 x 5.5 x 8.1 inches, 8.4 pounds, office jet wireless all-in-one Ink jet Printer",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306026,2,Black,15.6,pounds,1,inches,2,Mid,87.37,190.0,2005-04-08,On
668,Proseware Photo smart All-in-One Printer M380 Black,"9.5 x 17.4 x 17.7 inches, 25.4 pounds, All-In-One device offers color printing, copying, faxing, and scanning, outstanding print quality for photos and documents",20,"Proseware, Inc.",Proseware,2,Regular,3,Product0306027,2,Black,12.0,pounds,1,inches,2,Mid,67.6,147.0,2007-06-08,On
669,Proseware Wireless Photo All-in-One Printer M390 Black,"11 x 13 x 13 inches, 12.6 pounds, border free photos in popular sizes",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306028,2,Black,12.3,pounds,1,inches,2,Mid,86.45,188.0,2005-02-05,On
670,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color ink jet printer that prints, copies, scans, and faxes. Prints at speeds of up to 23ppm",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306029,2,Black,28.0,pounds,1,inches,2,Mid,90.13,196.0,2006-03-09,On
671,Proseware Photo Inkjet Printer M100 Grey,"Print speeds up to 26ppm, 6.4 x 11.4 x 17.2 inches, 12.8 pounds",20,"Proseware, Inc.",Proseware,2,Regular,2,Product0306030,11,Grey,23.6,pounds,1,inches,2,Mid,73.12,159.0,2006-02-09,On
672,Proseware Ink Jet All in one M300 Grey,"17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  large 80-sheet input tray",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306031,11,Grey,23.0,pounds,1,inches,2,Mid,77.72,169.0,2006-03-08,On
673,Proseware Laser Jet Printer E100 Grey,"19.4 x 17.1 x 8.9 inches, 34 pounds, various security features",20,"Proseware, Inc.",Proseware,1,Economy,1,Product0306032,11,Grey,17.5,pounds,1,inches,2,Mid,40.28,79.0,2006-02-20,On
674,Proseware Laser Jet Color Printer X300 Grey,"16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet",20,"Proseware, Inc.",Proseware,2,Regular,3,Product0306033,11,Grey,16.0,pounds,1,inches,2,Mid,69.25,209.0,2008-03-09,On
675,Proseware Laser Jet All in one X300 Grey,"17.5 x 13.1 x 6.1 inches, operate your printer within seconds after power-on with quick start",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306034,11,Grey,17.0,pounds,1,inches,2,Mid,72.56,219.0,2005-02-08,On
676,Proseware Fax phone E100 Grey,"14.2 x 6.7 x 14.5 inches, perfect for home or office use",20,"Proseware, Inc.",Proseware,1,Economy,5,Product0306035,11,Grey,21.0,pounds,1,inches,2,Mid,44.36,87.0,2009-01-02,On
677,Proseware Fax Machine E100 Grey,"14.8 x 15.4 x 7.1 inches, 1 Wide 3.3"" color LCD",20,"Proseware, Inc.",Proseware,1,Economy,5,Product0306036,11,Grey,22.7,pounds,1,inches,2,Mid,40.28,79.0,2007-01-04,On
678,Proseware Laser Fax Printer E100 Grey,"6.4 x 11.4 x 17.1 inches, offering high-quality and fast output",20,"Proseware, Inc.",Proseware,1,Economy,3,Product0306037,11,Grey,19.7,pounds,1,inches,2,Mid,46.39,91.0,2005-01-05,On
679,Proseware Ink Jet Fax Machine E100 Grey,"17.7 x 14.5 x 6.9 inches, Ink jet Fax machine",20,"Proseware, Inc.",Proseware,1,Economy,1,Product0306038,11,Grey,7.7,pounds,1,inches,2,Mid,39.77,78.0,2006-03-08,On
680,Proseware Mobile Receipt and Document Scanner M200 Grey,"13.7 x 8.8 x 7.6 inches, mobile receipt and document scanner",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306039,11,Grey,20.5,pounds,1,inches,2,Mid,53.34,116.0,2005-02-09,On
681,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,"7.2 x 18 x 15.1 inches, Scan Jet Digital Flat Bed scanner",20,"Proseware, Inc.",Proseware,2,Regular,1,Product0306040,11,Grey,16.0,pounds,1,inches,2,Mid,55.64,121.0,2006-02-08,On
682,Proseware All-In-One Photo Printer M200 Grey,"14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office",20,"Proseware, Inc.",Proseware,2,Regular,5,Product0306041,11,Grey,8.4,pounds,1,inches,2,Mid,62.54,136.0,2005-01-04,On
